customer_id,customer_segment,province,age_band,tenure_band,digital_engagement_score,synthetic_data_flag
C013365,Mass,Western Cape,25-34,5+ Years,62.8,True
C013366,Middle Market,Gauteng,55-64,New,38.8,True
C013367,Middle Market,Western Cape,35-44,3-5 Years,5.9,True
C013368,Mass,Gauteng,45-54,1-2 Years,17.9,True
C013369,Mass,North West,55-64,New,72.9,True
C013370,SME Owner,KwaZulu-Natal,25-34,1-2 Years,17.6,True
C013371,Mass,Northern Cape,35-44,New,46.6,True
C013372,Mass,Gauteng,25-34,New,86.5,True
C013373,Middle Market,Western Cape,55-64,3-5 Years,77.5,True
C013374,Mass,North West,25-34,New,52.3,True
C013375,Mass,Eastern Cape,35-44,5+ Years,71.6,True
C013376,Mass,Gauteng,45-54,1-2 Years,40.5,True
C013377,Mass,Mpumalanga,55-64,5+ Years,77.3,True
C013378,Middle Market,Gauteng,25-34,5+ Years,91.3,True
C013379,Affluent,Gauteng,25-34,1-2 Years,84.8,True
C013380,Mass,Eastern Cape,35-44,3-5 Years,31.5,True
C013381,Middle Market,Eastern Cape,18-24,1-2 Years,34.6,True
C013382,Middle Market,KwaZulu-Natal,35-44,1-2 Years,50.1,True
C013383,Mass,Gauteng,35-44,5+ Years,17.6,True
C013384,Middle Market,Gauteng,35-44,5+ Years,30.1,True
C013385,Mass,Western Cape,35-44,1-2 Years,80.3,True
C013386,Mass,Western Cape,45-54,1-2 Years,44.1,True
C013387,Mass,Gauteng,25-34,3-5 Years,26.0,True
C013388,Mass,KwaZulu-Natal,35-44,New,44.6,True
C013389,Affluent,Mpumalanga,25-34,3-5 Years,27.2,True
C013390,SME Owner,Northern Cape,45-54,New,39.8,True
C013391,Affluent,Free State,35-44,1-2 Years,27.5,True
C013392,Mass,Gauteng,25-34,New,72.8,True
C013393,Middle Market,KwaZulu-Natal,35-44,1-2 Years,57.9,True
C013394,Middle Market,Mpumalanga,25-34,1-2 Years,69.5,True
C013395,Mass,Gauteng,35-44,3-5 Years,83.6,True
C013396,Affluent,Gauteng,35-44,1-2 Years,18.1,True
C013397,Middle Market,Gauteng,55-64,5+ Years,20.6,True
C013398,Mass,KwaZulu-Natal,45-54,New,52.0,True
C013399,SME Owner,North West,45-54,1-2 Years,63.2,True
C013400,Mass,Western Cape,25-34,5+ Years,73.3,True
C013401,Middle Market,KwaZulu-Natal,25-34,New,18.4,True
C013402,Mass,KwaZulu-Natal,18-24,3-5 Years,17.7,True
C013403,Mass,Limpopo,35-44,New,64.9,True
C013404,SME Owner,Gauteng,25-34,1-2 Years,31.2,True
C013405,Middle Market,KwaZulu-Natal,18-24,5+ Years,66.8,True
C013406,Mass,Mpumalanga,35-44,New,35.9,True
C013407,Middle Market,North West,45-54,New,75.3,True
C013408,Affluent,Western Cape,35-44,1-2 Years,36.6,True
C013409,Affluent,Gauteng,25-34,1-2 Years,39.5,True
C013410,Affluent,Mpumalanga,35-44,3-5 Years,13.7,True
C013411,Affluent,Mpumalanga,35-44,1-2 Years,35.2,True
C013412,Middle Market,Gauteng,65+,5+ Years,30.2,True
C013413,Mass,Gauteng,25-34,5+ Years,60.1,True
C013414,Affluent,Gauteng,45-54,5+ Years,28.3,True
C013415,Mass,KwaZulu-Natal,45-54,5+ Years,37.6,True
C013416,Mass,Gauteng,55-64,3-5 Years,63.5,True
C013417,Middle Market,Gauteng,55-64,1-2 Years,42.3,True
C013418,Mass,Free State,35-44,5+ Years,76.2,True
C013419,Middle Market,Gauteng,45-54,New,48.8,True
C013420,Affluent,North West,35-44,5+ Years,61.2,True
C013421,Middle Market,Western Cape,55-64,5+ Years,83.0,True
C013422,Middle Market,Western Cape,45-54,3-5 Years,39.9,True
C013423,Middle Market,North West,18-24,3-5 Years,86.0,True
C013424,Middle Market,Gauteng,25-34,5+ Years,68.0,True
C013425,Mass,Gauteng,55-64,5+ Years,67.2,True
C013426,Mass,Western Cape,35-44,3-5 Years,61.1,True
C013427,Middle Market,KwaZulu-Natal,45-54,5+ Years,62.0,True
C013428,Middle Market,Western Cape,55-64,1-2 Years,32.6,True
C013429,Mass,North West,18-24,5+ Years,53.0,True
C013430,Mass,Northern Cape,25-34,3-5 Years,31.0,True
C013431,Mass,Gauteng,65+,5+ Years,29.8,True
C013432,Middle Market,Gauteng,35-44,1-2 Years,32.8,True
C013433,Middle Market,KwaZulu-Natal,45-54,1-2 Years,28.9,True
C013434,Middle Market,North West,35-44,1-2 Years,27.1,True
C013435,Affluent,Gauteng,25-34,3-5 Years,61.8,True
C013436,Middle Market,Western Cape,25-34,3-5 Years,81.2,True
C013437,Mass,Gauteng,25-34,New,26.0,True
C013438,Middle Market,North West,25-34,1-2 Years,55.6,True
C013439,Mass,Gauteng,55-64,5+ Years,48.0,True
C013440,Mass,KwaZulu-Natal,55-64,3-5 Years,46.7,True
C013441,Middle Market,Gauteng,45-54,3-5 Years,58.0,True
C013442,Mass,KwaZulu-Natal,18-24,New,60.4,True
C013443,Mass,Western Cape,35-44,1-2 Years,52.8,True
C013444,Affluent,KwaZulu-Natal,25-34,5+ Years,44.8,True
C013445,Middle Market,Gauteng,18-24,5+ Years,73.9,True
C013446,Affluent,Gauteng,18-24,5+ Years,66.8,True
C013447,Affluent,Gauteng,45-54,5+ Years,2.7,True
C013448,Mass,Limpopo,35-44,1-2 Years,59.8,True
C013449,Middle Market,Eastern Cape,35-44,1-2 Years,64.1,True
C013450,Mass,Gauteng,45-54,3-5 Years,57.9,True
C013451,Middle Market,Gauteng,35-44,New,44.7,True
C013452,Mass,Western Cape,25-34,3-5 Years,61.0,True
C013453,Mass,Gauteng,65+,3-5 Years,63.4,True
C013454,Mass,Limpopo,45-54,3-5 Years,53.5,True
C013455,Middle Market,Western Cape,25-34,5+ Years,51.5,True
C013456,Mass,KwaZulu-Natal,45-54,3-5 Years,53.1,True
C013457,Middle Market,KwaZulu-Natal,35-44,New,85.2,True
C013458,Affluent,Mpumalanga,45-54,New,25.1,True
C013459,Middle Market,Eastern Cape,45-54,5+ Years,62.2,True
C013460,Mass,Gauteng,25-34,1-2 Years,22.4,True
C013461,Mass,Gauteng,45-54,New,69.5,True
C013462,Affluent,Western Cape,35-44,3-5 Years,75.7,True
C013463,Middle Market,Gauteng,45-54,3-5 Years,82.5,True
C013464,Mass,Western Cape,35-44,3-5 Years,37.9,True
C013465,SME Owner,North West,25-34,3-5 Years,66.7,True
C013466,Mass,Gauteng,18-24,1-2 Years,71.9,True
C013467,Middle Market,Eastern Cape,45-54,5+ Years,20.4,True
C013468,Mass,Gauteng,25-34,3-5 Years,61.3,True
C013469,Mass,Gauteng,35-44,1-2 Years,83.8,True
C013470,Mass,Gauteng,55-64,3-5 Years,66.8,True
C013471,Middle Market,Gauteng,65+,New,59.3,True
C013472,Mass,Gauteng,65+,5+ Years,30.7,True
C013473,Middle Market,North West,55-64,1-2 Years,31.7,True
C013474,Affluent,KwaZulu-Natal,35-44,New,57.7,True
C013475,Affluent,Gauteng,25-34,1-2 Years,36.0,True
C013476,Mass,Gauteng,18-24,3-5 Years,44.4,True
C013477,Middle Market,North West,25-34,New,60.7,True
C013478,Mass,Gauteng,25-34,1-2 Years,97.0,True
C013479,Middle Market,Gauteng,35-44,1-2 Years,52.4,True
C013480,Mass,Limpopo,45-54,New,17.1,True
C013481,Middle Market,KwaZulu-Natal,65+,New,26.0,True
C013482,Mass,Gauteng,35-44,1-2 Years,63.0,True
C013483,Middle Market,KwaZulu-Natal,65+,New,28.6,True
C013484,Mass,Western Cape,55-64,5+ Years,73.3,True
C013485,Mass,KwaZulu-Natal,45-54,New,65.7,True
C013486,Middle Market,Gauteng,25-34,New,90.2,True
C013487,Mass,Mpumalanga,45-54,1-2 Years,39.4,True
C013488,Middle Market,KwaZulu-Natal,35-44,3-5 Years,69.7,True
C013489,Middle Market,Gauteng,45-54,3-5 Years,38.2,True
C013490,Middle Market,KwaZulu-Natal,35-44,New,89.6,True
C013491,Middle Market,Western Cape,65+,New,50.4,True
C013492,Middle Market,Mpumalanga,25-34,1-2 Years,57.6,True
C013493,Affluent,Gauteng,25-34,5+ Years,9.7,True
C013494,Mass,Western Cape,45-54,1-2 Years,52.3,True
C013495,Middle Market,Eastern Cape,65+,3-5 Years,54.3,True
C013496,Middle Market,Gauteng,25-34,5+ Years,61.3,True
C013497,Mass,Gauteng,18-24,3-5 Years,91.2,True
C013498,Mass,Free State,45-54,1-2 Years,62.7,True
C013499,Mass,Eastern Cape,45-54,5+ Years,38.5,True
C013500,Middle Market,Western Cape,35-44,New,47.9,True
C013501,Mass,Western Cape,25-34,New,46.4,True
C013502,Middle Market,KwaZulu-Natal,35-44,1-2 Years,49.5,True
C013503,Middle Market,Mpumalanga,25-34,1-2 Years,34.7,True
C013504,Middle Market,KwaZulu-Natal,25-34,5+ Years,70.5,True
C013505,Mass,KwaZulu-Natal,35-44,1-2 Years,49.1,True
C013506,Middle Market,Free State,18-24,5+ Years,93.8,True
C013507,Middle Market,Gauteng,45-54,3-5 Years,20.9,True
C013508,Mass,Western Cape,45-54,3-5 Years,61.4,True
C013509,Mass,Eastern Cape,65+,3-5 Years,45.2,True
C013510,Mass,Western Cape,55-64,5+ Years,59.6,True
C013511,Affluent,Western Cape,25-34,5+ Years,53.3,True
C013512,Mass,Gauteng,25-34,New,45.9,True
C013513,Mass,KwaZulu-Natal,35-44,New,69.9,True
C013514,Mass,KwaZulu-Natal,45-54,5+ Years,59.0,True
C013515,Mass,Limpopo,18-24,New,40.5,True
C013516,Mass,Gauteng,65+,3-5 Years,38.8,True
C013517,Middle Market,Mpumalanga,45-54,5+ Years,72.9,True
C013518,Middle Market,Gauteng,55-64,New,37.0,True
C013519,Affluent,Eastern Cape,45-54,New,22.4,True
C013520,Mass,KwaZulu-Natal,55-64,5+ Years,36.1,True
C013521,Middle Market,Western Cape,55-64,3-5 Years,67.5,True
C013522,Middle Market,Mpumalanga,35-44,1-2 Years,64.7,True
C013523,Middle Market,Western Cape,45-54,1-2 Years,20.7,True
C013524,Affluent,Gauteng,65+,5+ Years,27.4,True
C013525,Mass,KwaZulu-Natal,65+,New,80.1,True
C013526,Middle Market,KwaZulu-Natal,55-64,1-2 Years,57.0,True
C013527,Middle Market,Eastern Cape,45-54,1-2 Years,13.2,True
C013528,Mass,Western Cape,45-54,1-2 Years,67.4,True
C013529,Affluent,Gauteng,35-44,1-2 Years,23.0,True
C013530,Mass,Western Cape,25-34,New,83.7,True
C013531,Mass,KwaZulu-Natal,35-44,3-5 Years,56.9,True
C013532,Middle Market,KwaZulu-Natal,25-34,3-5 Years,62.3,True
C013533,Middle Market,Limpopo,25-34,3-5 Years,33.9,True
C013534,Affluent,Gauteng,25-34,5+ Years,66.4,True
C013535,Affluent,KwaZulu-Natal,35-44,3-5 Years,43.2,True
C013536,Mass,North West,25-34,1-2 Years,56.0,True
C013537,Middle Market,Gauteng,55-64,5+ Years,75.0,True
C013538,SME Owner,Western Cape,55-64,5+ Years,40.6,True
C013539,Mass,Northern Cape,45-54,New,69.0,True
C013540,Middle Market,Gauteng,35-44,1-2 Years,59.1,True
C013541,Affluent,KwaZulu-Natal,65+,3-5 Years,61.6,True
C013542,Mass,Western Cape,25-34,3-5 Years,93.8,True
C013543,Affluent,Gauteng,35-44,New,16.3,True
C013544,Middle Market,Eastern Cape,45-54,1-2 Years,94.8,True
C013545,Affluent,Gauteng,45-54,1-2 Years,84.0,True
C013546,Middle Market,Mpumalanga,55-64,1-2 Years,74.2,True
C013547,Middle Market,Western Cape,25-34,1-2 Years,34.5,True
C013548,Middle Market,Gauteng,55-64,3-5 Years,66.4,True
C013549,Mass,Gauteng,18-24,5+ Years,90.9,True
C013550,Middle Market,Limpopo,35-44,5+ Years,50.0,True
C013551,Affluent,Western Cape,18-24,New,26.9,True
C013552,SME Owner,Gauteng,25-34,1-2 Years,88.4,True
C013553,SME Owner,Gauteng,35-44,3-5 Years,45.6,True
C013554,Middle Market,KwaZulu-Natal,45-54,3-5 Years,82.5,True
C013555,Middle Market,Gauteng,35-44,5+ Years,22.2,True
C013556,Middle Market,North West,65+,5+ Years,82.8,True
C013557,Middle Market,Gauteng,35-44,New,31.8,True
C013558,Middle Market,Gauteng,18-24,New,52.2,True
C013559,Mass,Western Cape,25-34,3-5 Years,79.8,True
C013560,Mass,Gauteng,55-64,1-2 Years,13.7,True
C013561,Middle Market,Free State,65+,1-2 Years,47.1,True
C013562,Mass,Mpumalanga,45-54,1-2 Years,30.9,True
C013563,Mass,KwaZulu-Natal,45-54,3-5 Years,70.0,True
C013564,Mass,Limpopo,45-54,1-2 Years,17.5,True
C013565,Affluent,Free State,45-54,New,60.3,True
C013566,SME Owner,Gauteng,55-64,5+ Years,38.3,True
C013567,Middle Market,Gauteng,35-44,3-5 Years,40.2,True
C013568,SME Owner,KwaZulu-Natal,45-54,5+ Years,71.4,True
C013569,Affluent,Northern Cape,45-54,New,43.9,True
C013570,Mass,Limpopo,35-44,New,26.1,True
C013571,Mass,KwaZulu-Natal,35-44,3-5 Years,26.8,True
C013572,Mass,Gauteng,25-34,1-2 Years,31.5,True
C013573,Mass,Free State,65+,5+ Years,73.7,True
C013574,Middle Market,Eastern Cape,25-34,5+ Years,48.5,True
C013575,Mass,North West,25-34,1-2 Years,61.7,True
C013576,Affluent,Eastern Cape,45-54,5+ Years,47.1,True
C013577,Middle Market,Gauteng,25-34,New,62.8,True
C013578,Mass,KwaZulu-Natal,45-54,New,80.2,True
C013579,SME Owner,Western Cape,45-54,1-2 Years,62.4,True
C013580,SME Owner,Western Cape,35-44,5+ Years,10.2,True
C013581,Middle Market,KwaZulu-Natal,35-44,3-5 Years,65.6,True
C013582,Middle Market,Mpumalanga,45-54,3-5 Years,80.7,True
C013583,SME Owner,Eastern Cape,18-24,1-2 Years,37.0,True
C013584,Middle Market,Gauteng,45-54,New,55.6,True
C013585,Affluent,Gauteng,35-44,1-2 Years,6.9,True
C013586,Mass,Western Cape,55-64,3-5 Years,80.0,True
C013587,Middle Market,Eastern Cape,45-54,3-5 Years,49.8,True
C013588,Middle Market,KwaZulu-Natal,35-44,3-5 Years,46.6,True
C013589,Mass,Western Cape,45-54,1-2 Years,52.0,True
C013590,Mass,Western Cape,25-34,5+ Years,45.9,True
C013591,Mass,Free State,35-44,1-2 Years,79.1,True
C013592,Mass,Gauteng,35-44,3-5 Years,11.9,True
C013593,Mass,KwaZulu-Natal,45-54,3-5 Years,28.9,True
C013594,Middle Market,Free State,25-34,5+ Years,45.4,True
C013595,Affluent,Gauteng,45-54,New,73.6,True
C013596,Middle Market,Gauteng,25-34,3-5 Years,55.0,True
C013597,Middle Market,KwaZulu-Natal,25-34,New,48.3,True
C013598,Mass,Gauteng,35-44,5+ Years,37.5,True
C013599,Affluent,Western Cape,25-34,5+ Years,9.1,True
C013600,Mass,Mpumalanga,35-44,1-2 Years,64.8,True
C013601,Mass,Gauteng,35-44,3-5 Years,21.7,True
C013602,Middle Market,Mpumalanga,35-44,New,56.9,True
C013603,Affluent,Gauteng,65+,3-5 Years,60.1,True
C013604,SME Owner,Western Cape,45-54,5+ Years,56.9,True
C013605,Middle Market,Gauteng,35-44,New,23.6,True
C013606,Middle Market,Eastern Cape,65+,1-2 Years,64.1,True
C013607,Middle Market,Northern Cape,25-34,New,21.9,True
C013608,Middle Market,Gauteng,45-54,1-2 Years,60.7,True
C013609,Mass,Mpumalanga,35-44,3-5 Years,23.1,True
C013610,Mass,Eastern Cape,55-64,1-2 Years,97.6,True
C013611,SME Owner,North West,35-44,1-2 Years,46.6,True
C013612,SME Owner,KwaZulu-Natal,18-24,1-2 Years,16.9,True
C013613,Mass,Eastern Cape,25-34,1-2 Years,56.2,True
C013614,Mass,North West,25-34,5+ Years,49.1,True
C013615,Mass,Eastern Cape,35-44,New,34.2,True
C013616,Middle Market,Limpopo,45-54,3-5 Years,87.3,True
C013617,Mass,Gauteng,45-54,New,30.6,True
C013618,Middle Market,Gauteng,25-34,1-2 Years,53.6,True
C013619,Mass,KwaZulu-Natal,18-24,5+ Years,36.3,True
C013620,Mass,Gauteng,25-34,1-2 Years,19.0,True
C013621,Mass,Western Cape,35-44,New,22.1,True
C013622,Middle Market,Limpopo,35-44,New,37.0,True
C013623,Mass,KwaZulu-Natal,35-44,3-5 Years,71.1,True
C013624,Middle Market,North West,55-64,3-5 Years,83.2,True
C013625,Middle Market,Western Cape,35-44,5+ Years,41.5,True
C013626,Middle Market,Gauteng,45-54,5+ Years,64.8,True
C013627,Mass,Gauteng,65+,3-5 Years,27.6,True
C013628,Middle Market,North West,45-54,New,52.5,True
C013629,Mass,Western Cape,45-54,3-5 Years,58.1,True
C013630,Middle Market,Mpumalanga,45-54,New,28.1,True
C013631,Middle Market,Western Cape,35-44,New,62.6,True
C013632,Affluent,Gauteng,55-64,5+ Years,53.3,True
C013633,SME Owner,Free State,45-54,New,36.6,True
C013634,Middle Market,KwaZulu-Natal,55-64,5+ Years,35.8,True
C013635,Affluent,KwaZulu-Natal,35-44,New,37.4,True
C013636,Mass,Western Cape,25-34,New,56.3,True
C013637,Middle Market,Western Cape,55-64,1-2 Years,20.0,True
C013638,Mass,Limpopo,25-34,New,58.1,True
C013639,Mass,Gauteng,65+,3-5 Years,11.6,True
C013640,Middle Market,Gauteng,55-64,5+ Years,26.8,True
C013641,Middle Market,Gauteng,35-44,3-5 Years,75.9,True
C013642,Middle Market,Western Cape,55-64,1-2 Years,47.0,True
C013643,Affluent,Free State,55-64,5+ Years,51.0,True
C013644,Middle Market,KwaZulu-Natal,35-44,1-2 Years,6.1,True
C013645,Affluent,Northern Cape,55-64,1-2 Years,71.8,True
C013646,Affluent,KwaZulu-Natal,45-54,1-2 Years,38.9,True
C013647,Affluent,Western Cape,25-34,5+ Years,62.0,True
C013648,Mass,KwaZulu-Natal,35-44,New,12.3,True
C013649,Middle Market,Mpumalanga,55-64,New,14.3,True
C013650,Middle Market,Gauteng,45-54,1-2 Years,28.9,True
C013651,SME Owner,Western Cape,45-54,3-5 Years,29.2,True
C013652,Mass,Western Cape,45-54,New,61.7,True
C013653,Mass,North West,45-54,3-5 Years,22.4,True
C013654,Mass,Gauteng,25-34,5+ Years,82.0,True
C013655,Mass,Gauteng,55-64,3-5 Years,26.7,True
C013656,Affluent,KwaZulu-Natal,35-44,1-2 Years,60.0,True
C013657,Mass,KwaZulu-Natal,65+,3-5 Years,86.5,True
C013658,Mass,Gauteng,35-44,5+ Years,43.1,True
C013659,Middle Market,KwaZulu-Natal,25-34,3-5 Years,59.5,True
C013660,Mass,KwaZulu-Natal,18-24,1-2 Years,7.7,True
C013661,Mass,Western Cape,45-54,New,60.2,True
C013662,Middle Market,Western Cape,35-44,1-2 Years,68.3,True
C013663,Middle Market,Gauteng,55-64,3-5 Years,45.0,True
C013664,SME Owner,Free State,55-64,3-5 Years,82.7,True
C013665,Middle Market,Western Cape,35-44,1-2 Years,17.0,True
C013666,SME Owner,KwaZulu-Natal,65+,5+ Years,73.1,True
C013667,Mass,Western Cape,55-64,5+ Years,49.7,True
C013668,Middle Market,Gauteng,18-24,1-2 Years,95.2,True
C013669,Middle Market,Eastern Cape,25-34,New,81.3,True
C013670,Middle Market,Western Cape,45-54,New,73.4,True
C013671,Middle Market,Gauteng,18-24,3-5 Years,87.6,True
C013672,Mass,North West,25-34,New,42.3,True
C013673,Mass,Mpumalanga,35-44,New,39.8,True
C013674,Affluent,Eastern Cape,65+,3-5 Years,74.1,True
C013675,Affluent,KwaZulu-Natal,55-64,New,7.7,True
C013676,Mass,KwaZulu-Natal,18-24,New,60.7,True
C013677,Middle Market,Western Cape,45-54,5+ Years,27.1,True
C013678,Middle Market,Gauteng,25-34,3-5 Years,75.5,True
C013679,Middle Market,KwaZulu-Natal,55-64,3-5 Years,88.1,True
C013680,Mass,Eastern Cape,45-54,3-5 Years,29.5,True
C013681,Affluent,Western Cape,25-34,3-5 Years,31.7,True
C013682,Middle Market,Mpumalanga,65+,1-2 Years,51.4,True
C013683,Middle Market,Western Cape,25-34,New,37.0,True
C013684,Middle Market,Western Cape,25-34,5+ Years,30.6,True
C013685,Middle Market,Western Cape,18-24,5+ Years,20.5,True
C013686,Mass,Eastern Cape,35-44,New,55.8,True
C013687,Affluent,Gauteng,25-34,3-5 Years,26.0,True
C013688,Mass,Western Cape,65+,1-2 Years,63.6,True
C013689,Affluent,Eastern Cape,35-44,3-5 Years,43.5,True
C013690,Affluent,KwaZulu-Natal,45-54,3-5 Years,36.8,True
C013691,Middle Market,Gauteng,25-34,3-5 Years,48.4,True
C013692,Middle Market,KwaZulu-Natal,25-34,3-5 Years,54.4,True
C013693,Mass,Mpumalanga,35-44,5+ Years,48.4,True
C013694,Middle Market,Western Cape,45-54,3-5 Years,37.0,True
C013695,Middle Market,Eastern Cape,45-54,New,7.9,True
C013696,Mass,Gauteng,35-44,3-5 Years,44.3,True
C013697,Mass,Western Cape,25-34,3-5 Years,88.7,True
C013698,SME Owner,Gauteng,35-44,1-2 Years,50.8,True
C013699,Mass,Northern Cape,45-54,5+ Years,53.1,True
C013700,Mass,Gauteng,18-24,1-2 Years,75.9,True
C013701,Mass,North West,45-54,1-2 Years,61.1,True
C013702,Middle Market,Western Cape,65+,5+ Years,55.7,True
C013703,Middle Market,Western Cape,25-34,1-2 Years,69.7,True
C013704,Middle Market,KwaZulu-Natal,25-34,New,69.3,True
C013705,Middle Market,Gauteng,35-44,1-2 Years,28.7,True
C013706,Mass,Gauteng,45-54,New,36.4,True
C013707,Middle Market,Western Cape,35-44,5+ Years,76.8,True
C013708,Mass,Eastern Cape,25-34,1-2 Years,48.0,True
C013709,Affluent,Eastern Cape,45-54,1-2 Years,30.7,True
C013710,Mass,Northern Cape,35-44,1-2 Years,54.1,True
C013711,Mass,Gauteng,45-54,1-2 Years,82.1,True
C013712,Middle Market,Eastern Cape,25-34,3-5 Years,42.8,True
C013713,Mass,Gauteng,65+,1-2 Years,13.3,True
C013714,Middle Market,KwaZulu-Natal,25-34,New,75.4,True
C013715,Middle Market,Gauteng,65+,3-5 Years,43.7,True
C013716,SME Owner,North West,25-34,1-2 Years,62.2,True
C013717,Mass,Western Cape,25-34,5+ Years,58.9,True
C013718,Middle Market,Western Cape,25-34,1-2 Years,52.1,True
C013719,Middle Market,Gauteng,55-64,5+ Years,33.7,True
C013720,Mass,Western Cape,45-54,5+ Years,56.9,True
C013721,Middle Market,Gauteng,35-44,5+ Years,44.8,True
C013722,Affluent,Eastern Cape,65+,3-5 Years,41.2,True
C013723,Middle Market,KwaZulu-Natal,25-34,New,44.6,True
C013724,Affluent,Gauteng,35-44,3-5 Years,6.2,True
C013725,Middle Market,Gauteng,18-24,1-2 Years,54.4,True
C013726,Mass,Gauteng,35-44,New,37.6,True
C013727,Affluent,Western Cape,18-24,1-2 Years,38.7,True
C013728,Mass,Gauteng,25-34,3-5 Years,24.7,True
C013729,Middle Market,Gauteng,25-34,3-5 Years,41.6,True
C013730,Middle Market,Gauteng,35-44,5+ Years,75.4,True
C013731,Affluent,Gauteng,25-34,5+ Years,65.6,True
C013732,Affluent,KwaZulu-Natal,25-34,3-5 Years,48.7,True
C013733,Mass,KwaZulu-Natal,45-54,3-5 Years,44.6,True
C013734,Middle Market,Gauteng,25-34,3-5 Years,90.2,True
C013735,Mass,Western Cape,25-34,3-5 Years,34.4,True
C013736,Middle Market,KwaZulu-Natal,35-44,1-2 Years,25.0,True
C013737,Middle Market,Western Cape,65+,New,79.8,True
C013738,Mass,North West,55-64,3-5 Years,16.4,True
C013739,Affluent,Eastern Cape,55-64,5+ Years,69.7,True
C013740,Middle Market,KwaZulu-Natal,45-54,1-2 Years,74.2,True
C013741,Middle Market,Western Cape,25-34,5+ Years,29.4,True
C013742,SME Owner,Western Cape,35-44,1-2 Years,68.5,True
C013743,Middle Market,Gauteng,45-54,3-5 Years,67.4,True
C013744,Middle Market,Gauteng,25-34,1-2 Years,23.8,True
C013745,Mass,Limpopo,65+,1-2 Years,82.4,True
C013746,Mass,Mpumalanga,55-64,5+ Years,61.5,True
C013747,Mass,North West,35-44,1-2 Years,40.2,True
C013748,Mass,Western Cape,35-44,New,16.3,True
C013749,Mass,North West,45-54,1-2 Years,60.7,True
C013750,Middle Market,Eastern Cape,65+,3-5 Years,88.8,True
C013751,Middle Market,Western Cape,25-34,1-2 Years,58.8,True
C013752,Mass,Mpumalanga,25-34,1-2 Years,30.0,True
C013753,Middle Market,North West,45-54,5+ Years,31.3,True
C013754,Affluent,KwaZulu-Natal,25-34,3-5 Years,43.4,True
C013755,Mass,Free State,25-34,5+ Years,49.9,True
C013756,Middle Market,Free State,35-44,3-5 Years,75.0,True
C013757,Mass,KwaZulu-Natal,45-54,New,77.3,True
C013758,Middle Market,Western Cape,25-34,3-5 Years,59.4,True
C013759,Middle Market,Gauteng,35-44,1-2 Years,56.3,True
C013760,Mass,Northern Cape,35-44,3-5 Years,60.6,True
C013761,Mass,Gauteng,25-34,3-5 Years,81.4,True
C013762,Affluent,Gauteng,18-24,5+ Years,56.3,True
C013763,Mass,Western Cape,25-34,New,26.5,True
C013764,Middle Market,Western Cape,18-24,3-5 Years,67.1,True
C013765,Middle Market,Gauteng,18-24,New,76.7,True
C013766,Mass,Gauteng,35-44,New,55.1,True
C013767,Middle Market,Mpumalanga,65+,1-2 Years,79.1,True
C013768,Middle Market,KwaZulu-Natal,25-34,3-5 Years,64.1,True
C013769,Mass,North West,55-64,New,84.4,True
C013770,SME Owner,Limpopo,35-44,New,88.1,True
C013771,Middle Market,Western Cape,45-54,1-2 Years,41.7,True
C013772,Middle Market,Western Cape,35-44,New,18.9,True
C013773,Mass,Gauteng,65+,1-2 Years,49.2,True
C013774,Mass,Northern Cape,45-54,New,72.0,True
C013775,Middle Market,KwaZulu-Natal,35-44,5+ Years,66.9,True
C013776,Middle Market,Limpopo,25-34,New,46.0,True
C013777,Mass,Northern Cape,55-64,1-2 Years,74.2,True
C013778,Middle Market,Gauteng,65+,1-2 Years,89.3,True
C013779,Middle Market,Mpumalanga,25-34,3-5 Years,39.1,True
C013780,Mass,Free State,25-34,New,61.2,True
C013781,Middle Market,Western Cape,65+,1-2 Years,77.8,True
C013782,Middle Market,North West,45-54,1-2 Years,72.6,True
C013783,Middle Market,KwaZulu-Natal,18-24,5+ Years,35.0,True
C013784,Middle Market,Western Cape,25-34,5+ Years,12.1,True
C013785,Middle Market,Gauteng,45-54,1-2 Years,60.6,True
C013786,Affluent,Eastern Cape,55-64,3-5 Years,26.2,True
C013787,Affluent,Free State,18-24,5+ Years,53.2,True
C013788,Mass,Gauteng,25-34,3-5 Years,75.8,True
C013789,Middle Market,Western Cape,25-34,3-5 Years,52.2,True
C013790,SME Owner,Gauteng,65+,5+ Years,66.4,True
C013791,Affluent,KwaZulu-Natal,65+,3-5 Years,35.2,True
C013792,Mass,KwaZulu-Natal,45-54,New,58.0,True
C013793,Mass,Limpopo,35-44,1-2 Years,48.1,True
C013794,Mass,Gauteng,35-44,3-5 Years,26.0,True
C013795,Affluent,Gauteng,45-54,5+ Years,74.4,True
C013796,Affluent,Gauteng,55-64,1-2 Years,55.5,True
C013797,Affluent,North West,45-54,5+ Years,76.1,True
C013798,Mass,KwaZulu-Natal,45-54,New,63.9,True
C013799,Affluent,Gauteng,65+,1-2 Years,83.0,True
C013800,Mass,Gauteng,25-34,New,7.9,True
C013801,Middle Market,Gauteng,45-54,3-5 Years,50.3,True
C013802,Mass,Eastern Cape,65+,3-5 Years,50.9,True
C013803,Middle Market,Western Cape,25-34,1-2 Years,25.6,True
C013804,Middle Market,Eastern Cape,35-44,3-5 Years,69.3,True
C013805,Mass,Gauteng,35-44,3-5 Years,12.9,True
C013806,Mass,Western Cape,55-64,5+ Years,43.2,True
